Bladder	Blood	Bone_Marrow	Eye	Fat	Heart	Large_Intestine	Liver	Lung	Lymph_Node	Mammary	Muscle	Pancreas	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Thymus	Tongue	Trachea	Uterus	Vasculature
PPARA	769.993128630206	1167.90022350726	141.209113548513	77.1190977175419	734.532669193403	340.96281254059	401.723907687192	90.1129940478905	962.80274812552	2122.66267521242	540.512708964821	1558.85945726852	382.916019757181	562.574717306155	1330.04866628206	543.779069171577	245.70046271336	1393.44773527179	1293.14337838	157.806777371824	417.30302614921	209.637930408115	422.684587142313
HMGA1	2668.13341528853	3788.71640717775	343.472690209661	732.377733270411	786.815575027641	2462.67977427233	1421.28662389061	138.809470654756	2705.54741777611	7912.77572973261	3329.46740536012	2474.67356172525	825.844469616547	1728.3411250858	2742.35813156376	2557.27291124584	1006.57554771489	3223.26830931511	3243.53043525453	393.91469466992	2370.24020656411	1426.23537112975	510.926660929472
MXD3	94.971301951195	2119.65630684521	476.812358595742	9.73937816277845	168.397851105711	79.8874565562337	40.6999386162569	11.6746633079531	237.377431222212	363.892196927028	54.5581658124947	63.4096126850986	57.4757273790743	47.2297681100951	112.701448214787	72.9512566254737	21.7371320901483	604.805441593217	166.453740550097	32.4202587241263	191.398191478341	46.2063906542901	55.9804884016551
MXI1	2793.971456845	5452.46346945787	935.035639581292	328.901500109774	1898.55034438737	1370.2484954298	2439.56067505849	98.7816972886115	2650.03366993446	7277.09937928493	4363.75539869412	5321.14465832528	848.959066721566	1797.788325367	3270.11752689983	2295.87094555874	1236.42142306155	3081.06426000313	3910.67764365317	485.162078622167	684.282719696155	1073.41842050094	1505.996982301
ZFPM2	645.939000525801	0	0	19.5794746873318	448.806668665804	145.978773571452	114.499851392216	3.55917979278833	280.561419730818	20.7339284432872	111.580271993734	1415.05185223977	111.32195613475	25.0466445186709	219.920886477388	194.002286634518	6.43320926035905	10.7233871637314	243.2680621264	17.9870014018645	65.0170150119571	123.098794061853	289.771136145337
TEAD4	88.3297172612817	0	0	27.9469143895515	159.131293224146	701.686325447079	53.4044051453412	18.4774571339521	380.492643324033	5.38087858236798	364.589584399416	669.0120940766	314.940500459587	1174.80239276688	108.011795620564	230.537222683408	3.91514803062222	31.2073144729247	146.9046502071	34.8678355099995	108.321623498554	348.22365192638	101.888192205008
SAFB2	3481.27775374682	5829.44903865426	794.578319819462	375.468812063809	2251.82789775164	768.345067580368	3148.54137937431	120.962087836828	2871.92920317817	10886.0957889975	1719.06638685728	4453.33771537958	1006.46590691055	1918.94431316778	3912.30847602121	1526.68398652208	1576.56914214036	6079.09304764905	5002.50073102004	539.580503957711	952.747537292199	853.883688812305	1024.53840424821
TFDP1	1499.14801330304	3399.75057785203	939.051386122128	149.520010450971	672.727931484513	842.065063349584	347.97884548331	172.079630191253	1672.25147656162	2804.81932275925	295.776806559497	1522.97455993969	466.234551436899	1094.9393054957	1307.64348697802	478.565863991902	319.225354276454	2114.50254865218	1594.07723248235	213.281458530988	675.260749460371	272.750798203235	584.587589451015
YY1	6138.50812408504	14453.0680125828	1707.14292640544	895.520539595452	4628.65574092982	2729.76923119793	4611.19410094389	473.753084664045	8021.67463044636	19244.0431197066	3337.24663534645	9367.88466685709	2792.06883537545	4403.04966106191	7649.70339603076	4841.50414109034	2402.49890406619	11011.7808743806	9682.92627113288	1182.52021960948	2251.33131782409	1700.45840660246	2480.86090557949
ZNF446	197.841292328684	331.703105445668	24.6317983334004	14.8619599699713	153.188280508292	181.612089037035	122.405119225858	2.48887206083411	460.815137722018	687.150965154457	123.468896690961	245.71400810213	95.5556121432779	282.47854630318	311.196496936245	54.3073201160294	64.6959579029191	318.668464185027	418.139180119076	26.7769080155107	95.8455870063692	69.097092024148	152.939416344948
MBD2	4916.29832747399	12137.6288080571	1543.2856478159	651.350679051314	2952.522854412	1329.25559160452	3083.34809296506	404.798588758556	6653.29998335462	14355.6663185014	2743.64420717316	5137.11555890729	1948.10995317821	3123.60128136904	5986.40580002859	2518.71197841415	1789.26083191351	8151.73780103401	6825.31462375388	967.501656967702	2148.85635429512	1191.32814986199	2114.54689495501
JUNB	32423.5289757498	33988.3807660167	6171.06204244965	1873.35172782287	16595.4468433002	2051.69630338134	9270.99267103526	1584.05226674023	27032.6227316375	79181.407072982	5996.69933909682	36023.1299693491	5074.19888761938	11738.891996156	26025.9025252124	8921.96885110251	5825.52492287384	43135.8334774248	38127.3856119478	4009.46033951135	7788.7527020871	6958.97353975609	10321.3410904493
STAT1	2748.65695331163	5509.6011144853	777.284431389256	208.71024513165	1219.9437319038	906.049145262508	444.129181966037	188.842642839536	3112.68375216367	5454.7382440126	809.675703864027	1655.99559875565	799.074509708305	798.773924316451	1738.71608271192	396.564678552011	353.247162487097	5549.27016685072	3000.40162361822	278.699254237495	1254.64873467723	467.64907933779	907.036460024465
ZBTB32	173.878266991469	92.3718568566456	8.56700743408935	1.31084125860376	36.2710560722464	0	376.447730576859	1.83664593870683	92.7255254722387	894.0971500042	12.5436418513761	15.1470641446838	1.29330230698421	14.7856470222104	180.086302682465	64.3297558350086	228.326600973973	251.120854912959	294.13234558304	41.1693497630634	44.4761769904047	13.1755287730964	14.0199872125871
USF1	408.348375650718	1638.8484840565	180.565358118775	44.024922263792	371.36061542776	344.760826204333	204.971195947559	33.9247841123676	739.558150613997	1817.01411895752	170.850633102325	370.221060838546	318.673521270141	203.690574511344	554.969517391606	552.84095965802	148.716208013401	968.622040336356	919.793441326542	58.3405986601518	222.50492916789	114.818903869995	297.508882191118
SMAD4	1455.72336639839	3342.75441585332	564.704716231375	148.468977099969	1325.57136630376	903.785394528545	812.510751197739	105.713479415119	2419.2196778799	5622.85632640453	1080.7541978823	2775.06307250975	875.62667345506	1497.66495156282	2097.23636007889	863.408342703226	501.910949120472	2548.18826052235	3108.58305101313	252.343222307886	765.279170097436	537.478702283215	869.390180660962
RELB	2142.07483941608	1487.12029691893	86.6641722102683	116.359075470514	596.393445660816	251.919890397036	3361.90489206641	96.6570952463921	797.783991456918	1587.49539946204	1607.56544773651	1283.13005152641	561.020489750343	133.112887338781	608.695901946426	2226.7572179324	1894.09214581827	1691.11382263919	606.196412043755	142.215424891231	622.748140052032	1080.28433759298	207.285155840397
SOX6	315.070268515127	264.805800927276	190.715125637218	40.7638205386825	118.293896525984	82.962190330119	304.778421794276	7.14280399018089	263.708169383985	22.9745422490514	53.6526980003255	371.204509003558	208.118547463268	69.3629814817342	88.7286354997608	30.7986144110789	84.5324052677052	71.0788248134929	110.716555726572	29.5578643115839	179.574407525276	127.00917393311	96.9561238868773
THRA	1637.68909152036	2225.43037597118	283.280882184444	103.17089861727	1358.24130557957	848.423571737092	520.931459830324	21.5154091016632	1561.27449299829	2898.93949117288	619.005268930069	2702.63462441258	579.840782376917	1292.9735878905	1922.09428121016	318.962532088759	200.062039675412	1620.03995086092	2207.64241192117	197.754952753225	417.67941822685	364.497581291703	907.54552202857
SKI	2102.9554373023	2539.9971715769	435.649205789393	210.088763262736	1601.94238404044	1149.65506514243	1848.59854912447	111.301802761194	2309.54483614594	3280.72371227624	840.907437592778	4589.86591919716	813.071509248124	714.134058171185	2231.41332838758	1464.2783293469	1193.47163731217	2560.25627366243	2849.3048837094	368.352950391324	726.159321703678	896.750407284006	1167.37041115461
NR2F2	2801.67128679185	1.75788435421771	4.60612476749004	423.445382180613	2422.77467275424	1505.93190840425	959.746246483276	116.439826507126	3758.29219194739	103.924625802029	920.495340652819	5128.16821485754	1165.63668703231	2168.83102085628	1969.06504703831	735.128578325463	93.3816648778228	517.507624406316	2272.79270210762	430.317377547737	1625.706478946	1985.26627296891	2892.66504135876
RORC	80.4442027059278	11.7343627892789	15.2995971657753	15.5544245264336	34.4615947352407	0	95.0686993245672	2.77450482239787	430.429448178415	284.235999802741	312.724271973231	144.475653960438	67.8367714506733	840.104187409749	585.459574696079	88.0664838980598	39.8650200341421	119.628383037269	97.3958377279881	62.6724832843608	82.5251236109479	7.94153130798424	6.89032135779688
NR2C2	870.650743870764	2154.27621251649	408.185718686174	99.0528996009926	906.105821764656	377.300387596476	474.254660220038	62.9317056651579	1134.41992095612	3255.38859855753	549.538762965139	1592.57078313424	435.846903703048	537.953656772664	1337.46615506931	609.45522269185	301.138448007857	1894.74452947507	1941.90578913722	142.870248716983	447.672978075564	271.584789411707	435.718557167387
TWIST2	1236.46283232128	119.611132673838	311.469041496961	18.9425929389351	1142.48391514685	43.7816532579999	176.88346168133	0	383.195567957958	6.21002985319843	1100.94536079708	1178.31909579744	5.98467242483532	136.171108116031	286.382748360418	2072.46626696488	5.37999541937443	13.9530469110358	211.907351674871	40.847253611127	324.521541701816	571.326288521608	568.347132272059
TP63	53.1688742916743	1.8245517521558	0.884622767208302	148.202136663468	7.78353380331425	22.0564681841171	6.74596596966199	0	764.972129936725	20.0281262815692	100.041570524779	18.6366918368949	0	433.25403315794	159.518237704017	1.08675444221733	1.05231714506423	9.31065304762737	24.630925110341	92.7133094596829	1378.16081853311	0	1.93951894411335
MLXIPL	62.8782063172142	32.6813423206631	3.65068832977771	30.9892334009355	556.282315110778	9.64340342912083	81.0220245228637	74.4957230848948	161.526238790375	49.0264974684083	39.3983157370061	2260.43790405731	66.0658224606013	34.9920860233724	189.089437267993	25.2283499534301	62.3290460335853	28.5584789046697	196.005952670382	8.2041655125397	122.365649248241	17.739037732104	287.201081553681
IKZF4	726.665808192445	315.038819765041	24.3743378343348	33.6035339439526	281.472820132511	220.013413410837	181.058255617747	16.690195935668	571.183409522957	582.649028279494	86.1887187166694	1373.43245636367	110.461156578532	149.390969529592	279.712903705237	171.806219068608	37.6573998254448	240.934150288313	474.780744298758	58.151806350555	88.1660036535404	115.671936592228	190.116804342557
PBX1	3235.03054242866	103.595793073971	38.9629414864806	325.179565452613	1535.38758687357	1701.04851105175	524.771905159574	29.6734327163236	2434.93906162156	173.199069105884	1108.03018918072	5322.36474029309	818.45057688002	1481.75687108149	2530.32233253657	267.574632818108	92.448584749906	198.621404551308	1028.51095325482	165.364647944178	1092.7349293277	734.088572137919	1393.0095157053
TFAP2A	63.0412257101567	1.95427081356549	0	407.756746992983	2.61243665927161	14.9385823802728	102.715216984227	0	522.302654723012	11.357508186873	613.131537801761	67.7617826019246	0.902447739903737	1203.62745141067	632.55584390576	44.8987208590532	19.0952350434999	7.68249038503321	24.2023337811154	65.6245025294035	497.50385911055	3.76942888849478	32.3502304466345
ISL1	29.1755523293458	0	0	0	15.5368403976418	227.916116442355	48.6807041199842	0	17.0125781410241	0	4.19387921316453	0.958673424885804	35.0508952315776	151.499641071465	16.6391228930347	0	3.85875255342267	0	9.9844921073643	1.16005249768812	229.383734244572	6.63046118491773	1.07913200211218
CLOCK	1297.41276927265	1531.84945576907	144.70633498744	196.041554275289	1218.39182949879	900.889974326564	396.31096596556	74.3335407292531	2162.74474429603	3512.6024627388	894.584204731223	3342.99391558419	679.499046934345	867.924524167522	1727.62280714608	626.326006304537	204.094339091946	1627.42421798855	2337.17817855138	226.786059929955	710.61012077023	390.671073511807	732.812136851953
SOX5	587.224322447211	28.2441955775748	1.79572256944873	50.0242921688805	557.692868390661	106.558003596463	206.513995678991	3.64570482633667	399.858866499494	66.7665279976596	26.8258031948548	1023.69129659166	134.401233065807	104.680262994333	484.277786191545	51.0985640991227	11.9243180094818	45.1262036743355	356.785646096955	47.5951714390086	207.201440714703	220.330851927075	258.702730054067
ZBTB16	3860.70377327925	6828.49510945351	557.497414164389	135.803534772458	4614.60770026593	762.275355689203	1559.29085580256	52.2940825428209	5044.44817844338	8464.40851305012	1556.48142028268	9695.42185446812	1444.88108092559	2659.05381916576	5575.77965192151	1286.56115336254	954.489419353401	4582.9560003372	5576.80903543021	673.603528012106	315.281294591752	706.242097115263	2515.28713065904
ZNF281	1680.18143622631	9203.57354373765	1781.47018737687	197.887053564729	1521.91905479991	646.544255684641	836.78093426712	176.22492732276	2460.92095645818	4746.36421944805	1507.49734755751	2678.97846507293	675.52320352537	687.038680620341	1835.25401444434	962.383382116241	471.135107246749	5584.60274668993	2355.22175253824	279.224174419496	708.555951569139	796.793179930329	479.945224831659
TFDP2	1968.22206476456	3931.65728015182	605.988941032668	237.238917087807	1321.83062905413	876.599198927854	580.806551909116	75.7161183197643	2646.22714886394	4464.99054646209	728.609614640555	3640.62712892675	432.149173385891	1416.80514718596	2160.08758124482	298.167792611006	260.010305822945	3024.14422143291	2718.74370041466	236.725544983287	995.679114574097	350.746490685662	1184.06317580077
NFE2L1	1639.32825032327	1744.87684960226	314.605887435373	373.099644934118	2482.21545493614	1665.03534365949	1136.54920968189	100.556375064784	2243.86822743739	3078.05816425283	1137.83834551503	4902.24499739355	938.342740772117	1184.79808603335	2497.75621395627	724.550881124891	446.003583653912	1728.29081856366	2638.94747447827	350.731374394541	866.948405341655	767.415011049435	1570.11208502768
POU5F1	61.7716810460539	47.568013395267	8.82448858576689	3.2953015722221	15.4457306367413	12.6582381255389	36.4159324313246	1.77163844917555	59.3135807001734	55.0380337612897	12.8472501168694	54.358555324774	37.176877751527	80.2516786893846	21.9815756470922	5.11236458243088	39.8898834581865	38.2450817550092	46.7670197732805	4.98800628806615	19.2792006702523	12.4078539106824	4.85746034725622
ZFP91	2327.98107043812	3672.90405721075	577.138227087236	254.371293645044	1347.12528583137	660.848057282345	870.914090651755	159.897841638096	2088.32328051047	4986.05327092121	798.390358200812	3061.06396387021	837.299453477135	1068.88462030944	2327.33083723934	1127.07088657276	593.828879625976	2671.91355982664	2885.90037984098	308.037402041742	814.957068049069	527.300349506603	918.98326205361
POU2F2	2006.3292915339	9455.67375075399	324.593100263731	78.4063751781423	652.149332411869	8.20884139290131	931.582486428991	243.251538481303	3294.02025686094	18068.4827844374	237.189101585919	564.883663764133	857.712094945924	204.662176299823	6034.64594451845	418.655677020042	433.926276630194	6572.75306235247	6162.85886089504	231.893702396979	598.320224604699	173.499068520049	494.13158997725
SMYD3	1018.57558828811	1185.59205873667	108.254766582803	60.2570665498571	401.105797896416	444.943526957946	332.570563817533	31.3929082737979	1359.42835456248	2912.20367439617	380.460712826106	503.017664175843	210.322609569216	408.152559956182	864.698146428436	411.922578508267	283.16820389338	1193.85778623895	1092.1514071635	96.067319076863	365.176383243366	238.950074758358	244.426689671304
IKZF5	796.599372180978	2268.11642197663	295.060802142485	88.2375414555364	672.272090352242	223.418222225323	613.92031480699	48.9265451222734	931.972410931555	3744.39163263489	592.539300805469	1496.07619121745	302.809082379186	553.833566363805	1150.94098766782	533.268947144137	475.423713639726	1640.97127958542	2317.01521303241	144.830566352911	235.329151271136	212.236496679269	381.855186168933
MLXIP	2725.85490921211	7070.58598626219	389.259083973704	242.486384569254	2184.43453554521	445.337436673113	1029.42804823369	186.06693699777	3280.10791348601	6669.9418622644	1355.30936665622	5663.33630917259	1114.53457415388	853.538456444743	3846.09894558395	1281.22158261701	705.333807128465	4360.41630094871	3741.36885362577	308.414355267498	699.314832439989	902.253302805112	1083.80855936318
SIM2	8.15293754960362	5.79863729694008	1.92112380261437	6.52911898752647	13.3683779568993	1.01152137300276	0	0	26.6441878746558	7.95666209874977	6.18706511037771	30.8673842736123	0	21.3166111777563	9.99109118752419	18.0911020690818	1.06138077407076	7.63910436541204	19.0982653049933	40.8321561824729	13.0502455694288	1.5439992213778	2.77581719692434
SIM1	0.699711203118335	3.29906000539821	0	0	39.8793316332028	0	0	0	0	2.22163593683788	22.2969857459278	81.3487174723482	38.7361693877875	352.165964521628	3.95268759628249	6.07662864685091	0	0	0	0	0	0	0.750386322442686
THAP7	1422.62745070106	1362.26439697279	106.343940680223	108.563425989385	746.943832480355	727.678134739179	917.785959753631	33.8834075251821	1739.55511322514	5041.05630746143	1024.20523788991	902.714031746083	616.62479023984	1665.71561078553	1807.72635160965	516.796342887295	398.978600945492	1872.53593297078	2255.91959735598	180.326606765145	431.108225118587	302.792379436934	620.544970176607
PLSCR1	4715.23968950483	8279.2027196797	2272.32305671525	396.019887961021	2692.31418200551	1923.76933656124	965.671149626351	687.624309798935	5489.66236002531	2791.31718225255	1796.85702239478	6814.9072435475	2680.80314283181	1591.10285995546	2066.58741725373	1377.61961338954	310.875450802273	4239.63357521902	2495.4117173984	299.706690523898	1438.92032593523	908.119356111508	1456.41383389208
MAZ	2618.29778389479	5444.36434105807	471.945873371718	212.026131639774	2103.45830093157	2117.44677722399	1480.10635472574	151.188325150407	3400.88696747317	7560.75696470896	1210.28656154137	2860.47087143021	1249.53434360811	1711.91029313655	2760.98452405188	2353.61428953566	923.996888483426	4542.02015815345	4307.05347230012	441.464143486305	1017.4072284628	738.742696878628	1308.82669268812
NFYC	1210.35439893559	3442.54714763647	541.769317980872	111.671454584852	899.169057817784	981.950895033739	471.121473999233	107.575368696831	2242.97760713912	3873.70573697231	534.940525646441	1342.20102719447	623.937425367909	944.893316820482	1639.70373924136	487.746488677433	302.404125218786	2537.08103567968	1912.75178109343	177.858677021926	556.719921780367	276.819203178936	660.66599177402
TBP	370.705770768668	1237.79477314044	133.98218270149	42.3741431006555	411.924971595932	268.607759609667	236.557001502223	43.9466760787999	883.522142369266	2019.38740755313	272.270154186834	635.980916426002	273.174050357102	287.940903090581	697.375095780217	189.043282950388	135.828928542629	976.603199919038	1209.32274467291	73.0952957868536	219.443122021311	90.2140771253722	268.955996918006
MNT	970.645351446527	3121.65592584063	653.564460032122	259.813475596912	634.722789508142	201.145558897689	350.956546852641	96.1986288764741	1185.43590276662	1884.15588453846	352.33576998165	1204.64804339027	341.391846883959	442.147519164893	1085.13903031077	384.277961607113	211.514608601106	1599.33220288947	1324.41071125079	180.59966939534	636.131353348144	457.867882917809	356.731771359591
MXD4	2909.20031836289	5078.61806882474	236.887301352318	171.863553396525	3482.37725017985	2101.91655172157	1714.70440210016	145.24102760876	5709.82907215992	7414.22286851076	735.222712996823	3942.77243403986	1729.67681405175	4006.85832928785	4184.34921721195	1214.73334805946	818.558312670138	5264.82872823531	5065.55082917552	663.703855241252	926.597530938901	851.57706660339	2088.47705650707
MYCN	6.94673587746914	0.928306999357571	0	4.12714044893353	0	183.96624784236	5.51943221796654	0	12.8597180453331	7.21986462504159	19.3503274023773	26.1314418787295	55.7324795098124	6.79742093449547	29.9586604877481	7.36938052824943	1.8362415968899	1.68910709137828	7.20832659155917	8.30508288474053	4.99611362554021	12.7369414317063	21.3178617853637
MAF	8183.47764195859	2483.4428012418	172.007868999229	281.865472060299	4162.36194587	877.977648397645	2090.94276445388	467.558271494967	4399.39197324908	7859.06684936443	1157.20071211368	3676.10925237428	877.676427170323	1396.23162102496	3196.79899823933	2661.08893945238	795.341482795238	5835.85382899706	4921.481882909	1029.89483247604	598.652453250616	783.460090659952	2885.07222710436
MTERF4	1610.11509401337	3687.15352399955	276.728336486682	104.319767728795	1017.8881449125	676.947120064541	798.288076224312	70.5648663987009	2195.69560140032	10773.6109261663	1159.84107503306	1204.66067911291	792.768152903551	1539.56134267674	2899.4668667004	1068.95096282245	539.939667681863	3771.05547520612	5669.27738934051	329.558782331877	713.919515087648	316.850959853133	616.290003293414
NR3C1	6914.71378166165	11374.0890736073	2060.49619034827	277.424967703616	4748.67238795519	1457.19304904791	6445.66551475108	349.394841432583	5619.29940154839	18906.5050759674	3707.26950022249	8108.74927934544	1858.03218189777	3636.76611106393	6450.53118731192	4564.73171340514	3262.34545617278	10280.4743116362	9267.95581046207	1349.76592226836	1849.76046299845	1198.92864352571	2103.32826196686
NR1I3	23.911294716951	60.950674625757	6.95167997291658	4.32899196560141	31.0533097066564	4.95482769748108	16.0199620895903	15.0138056826716	14.0331051107431	49.1261850037944	5.36567990930014	35.6329183764056	10.7867984801122	8.14467789996972	23.315810686401	20.2704538581578	8.7088199330974	69.0082660145384	44.64776952346	0	15.5391939494492	5.19968145728586	4.76529157847646
THRB	546.281687390597	223.67308079388	34.082412545361	25.9276103341998	401.237233264238	36.4560724916371	94.4864378098582	8.4248770240534	497.691201089051	738.27726151732	465.617330515484	1706.9889671169	120.082828155843	450.64292977342	615.471403743422	166.759808485227	21.3390084208927	276.289380859943	526.125591718401	36.9655337571556	171.066630029118	81.8253162827929	435.138956958026
ZNF133	156.472707483325	235.306643519213	30.6526643322367	16.8527254934443	204.618333962899	127.222777600606	42.2071308647025	6.46944006480519	304.45366896454	529.072697226978	177.696219500032	191.496268408465	120.272021602405	160.995596162751	322.92927250753	33.1354588432047	22.6541205861721	188.422494698191	367.52124587325	36.8842524251508	93.234747872881	90.4883184605117	126.714501453881
PCGF2	670.862264463206	27.3509999136513	2.55279659149009	90.7654525779461	799.230628543985	1317.48071568734	117.997413420477	34.0740007232577	1375.33465931784	27.7994078469964	633.037617568059	1602.49760022822	710.182459125684	675.548214501047	443.23866682739	414.899139966715	22.6193713119615	87.3065059750002	568.902038657585	102.490000884312	236.33392776164	443.00776154002	637.958471812169
MBD3	1111.69818704365	1920.87732370448	151.14973772226	110.613692121495	941.594494930617	772.703481864046	389.005526611292	104.740836138678	1729.8886858456	2553.38508064894	521.630487323078	1708.84949882198	619.757413728631	676.153681185127	1383.52959870179	532.405609344324	248.406497068576	1417.51310191514	1279.75049042505	179.302441731009	559.665113755568	357.934376565368	695.424852735679
